TEMPORADA,# NIDO,ESPECIE,# HUEVOS,FECHA DE COLECTA,FECHA DE NACIMIENTO,CRIAS LOGRADAS,CRIAS NO LOGRADAS,ADOPTA,MES,AÑO,TASA DE SUPERVIVENCIA,,CRIAS LOGRADAS_1,,,,y = 19.872 + 1.280(Especie) + 0.012(Fecha) - 8.428(Temporada) - 0.008(Nido) + 0.851(Huevos)
B,1327,GOLFINA,97,29/09/2023,13/11/2023,63,34,,11,2023,64.95%,,85.61861,,,,
B,1328,GOLFINA,95,29/09/2023,13/11/2023,78,17,,11,2023,82.11%,,83.91195,,,,
B,1329,GOLFINA,85,29/09/2023,13/11/2023,69,16,,11,2023,81.18%,,75.37865,,,,
B,1330,GOLFINA,94,29/09/2023,13/11/2023,70,24,,11,2023,74.47%,,83.05862,,,,
B,1331,GOLFINA,87,30/09/2023,14/11/2023,80,7,,11,2023,91.95%,,77.08531,,,,
B,1332,GOLFINA,77,30/09/2023,14/11/2023,60,17,,11,2023,77.92%,,68.55201,,,,
B,1333,GOLFINA,110,30/09/2023,14/11/2023,78,32,,11,2023,70.91%,,96.7119,,,,
B,1334,GOLFINA,98,30/09/2023,14/11/2023,74,24,,11,2023,75.51%,,86.47194,,,,
B,1335,GOLFINA,110,30/09/2023,14/11/2023,85,25,,11,2023,77.27%,,96.7119,,,,
B,1336,GOLFINA,100,30/09/2023,14/11/2023,90,10,,11,2023,90.00%,,88.1786,,,,
B,1337,GOLFINA,96,30/09/2023,14/11/2023,76,20,,11,2023,79.17%,,84.76528,,,,
B,1338,GOLFINA,90,30/09/2023,14/11/2023,60,30,,11,2023,66.67%,,79.6453,,,,
B,1339,GOLFINA,69,30/09/2023,14/11/2023,45,24,,11,2023,65.22%,,61.72537,,,,
B,1340,GOLFINA,95,30/09/2023,14/11/2023,65,30,,11,2023,68.42%,,83.91195,,,,
B,1341,GOLFINA,24,30/09/2023,14/11/2023,20,4,,11,2023,83.33%,,23.32552,,,,
B,1342,GOLFINA,119,01/10/2023,15/11/2023,115,4,,11,2023,96.64%,,104.39187,,,,
B,1343,GOLFINA,86,01/10/2023,15/11/2023,80,6,,11,2023,93.02%,,76.23198,,,,
B,1344,GOLFINA,78,01/10/2023,15/11/2023,70,8,,11,2023,89.74%,,69.40534,,,,
B,1345,GOLFINA,99,01/10/2023,15/11/2023,92,7,,11,2023,92.93%,,87.32527,,,,
B,1346,GOLFINA,112,01/10/2023,15/11/2023,105,7,,11,2023,93.75%,,98.41856,,,,
B,1347,GOLFINA,50,01/10/2023,15/11/2023,43,7,,11,2023,86.00%,,45.5121,,,,
B,1348,GOLFINA,86,01/10/2023,15/11/2023,80,6,,11,2023,93.02%,,76.23198,,,,
B,1349,GOLFINA,96,01/10/2023,15/11/2023,92,4,,11,2023,95.83%,,84.76528,,,,
B,1350,GOLFINA,96,01/10/2023,15/11/2023,91,5,,11,2023,94.79%,,84.76528,,,,
B,1351,GOLFINA,112,01/10/2023,15/11/2023,108,4,,11,2023,96.43%,,98.41856,,,,
B,1352,GOLFINA,80,01/10/2023,15/11/2023,71,9,,11,2023,88.75%,,71.112,,,,
B,1353,GOLFINA,117,01/10/2023,15/11/2023,115,2,,11,2023,98.29%,,102.68521,,,,
B,1354,GOLFINA,113,01/10/2023,15/11/2023,111,2,,11,2023,98.23%,,99.27189,,,,
B,1355,GOLFINA,74,01/10/2023,15/11/2023,70,4,,11,2023,94.59%,,65.99202,,,,
B,1356,GOLFINA,103,01/10/2023,15/11/2023,99,4,,11,2023,96.12%,,90.73859,,,,
B,1357,GOLFINA,119,01/10/2023,15/11/2023,115,4,,11,2023,96.64%,,104.39187,,,,
B,1358,GOLFINA,115,01/10/2023,15/11/2023,110,5,,11,2023,95.65%,,100.97855,,,,
B,1359,GOLFINA,114,01/10/2023,15/11/2023,112,2,,11,2023,98.25%,,100.12522,,,,
B,1360,GOLFINA,101,01/10/2023,15/11/2023,97,4,,11,2023,96.04%,,89.03193,,,,
B,1361,GOLFINA,87,01/10/2023,15/11/2023,80,7,,11,2023,91.95%,,77.08531,,,,
B,1362,GOLFINA,108,01/10/2023,15/11/2023,102,6,,11,2023,94.44%,,95.00524,,,,
B,1363,GOLFINA,84,01/10/2023,15/11/2023,78,6,,11,2023,92.86%,,74.52532,,,,
B,1364,GOLFINA,85,01/10/2023,15/11/2023,81,4,,11,2023,95.29%,,75.37865,,,,
B,1365,GOLFINA,75,01/10/2023,15/11/2023,73,2,,11,2023,97.33%,,66.84535,,,,
B,1366,GOLFINA,38,01/10/2023,15/11/2023,38,0,,11,2023,100.00%,,35.27214,,,,
B,1367,GOLFINA,109,02/10/2023,16/11/2023,97,12,,11,2023,88.99%,,95.85857,,,,
B,1368,GOLFINA,100,02/10/2023,16/11/2023,90,10,,11,2023,90.00%,,88.1786,,,,
B,1369,GOLFINA,81,02/10/2023,16/11/2023,78,3,,11,2023,96.30%,,71.96533,,,,
B,1370,GOLFINA,108,02/10/2023,16/11/2023,95,13,,11,2023,87.96%,,95.00524,,,,
B,1371,GOLFINA,124,02/10/2023,16/11/2023,118,6,,11,2023,95.16%,,108.65852,,,,
B,1372,GOLFINA,95,02/10/2023,16/11/2023,87,8,,11,2023,91.58%,,83.91195,,,,
B,1373,GOLFINA,85,02/10/2023,16/11/2023,80,5,,11,2023,94.12%,,75.37865,,,,
B,1374,GOLFINA,108,02/10/2023,16/11/2023,102,6,,11,2023,94.44%,,95.00524,,,,
B,1375,GOLFINA,98,02/10/2023,16/11/2023,97,1,,11,2023,98.98%,,86.47194,,,,
B,1376,GOLFINA,100,02/10/2023,16/11/2023,96,4,,11,2023,96.00%,,88.1786,,,,
B,1377,GOLFINA,128,02/10/2023,16/11/2023,120,8,,11,2023,93.75%,,112.07184,,,,
B,1378,GOLFINA,65,02/10/2023,16/11/2023,60,5,,11,2023,92.31%,,58.31205,,,,
B,1379,GOLFINA,87,02/10/2023,16/11/2023,80,7,,11,2023,91.95%,,77.08531,,,,
B,1380,GOLFINA,100,02/10/2023,16/11/2023,97,3,,11,2023,97.00%,,88.1786,,,,
B,1381,GOLFINA,75,02/10/2023,16/11/2023,70,5,,11,2023,93.33%,,66.84535,,,,
B,1382,GOLFINA,80,03/10/2023,17/11/2023,68,12,,11,2023,85.00%,,71.112,,,,
B,1383,GOLFINA,82,03/10/2023,17/11/2023,80,2,,11,2023,97.56%,,72.81866,,,,
B,1384,GOLFINA,90,03/10/2023,17/11/2023,78,12,,11,2023,86.67%,,79.6453,,,,
B,1385,GOLFINA,86,03/10/2023,17/11/2023,73,13,,11,2023,84.88%,,76.23198,,,,
B,1386,GOLFINA,90,03/10/2023,17/11/2023,84,6,,11,2023,93.33%,,79.6453,,,,
B,1387,GOLFINA,110,03/10/2023,17/11/2023,105,5,,11,2023,95.45%,,96.7119,,,,
B,1388,GOLFINA,93,03/10/2023,17/11/2023,83,10,,11,2023,89.25%,,82.20529,,,,
B,1389,GOLFINA,92,03/10/2023,17/11/2023,89,3,,11,2023,96.74%,,81.35196,,,,
B,1390,GOLFINA,97,03/10/2023,17/11/2023,92,5,,11,2023,94.85%,,85.61861,,,,
B,1391,GOLFINA,90,03/10/2023,17/11/2023,85,5,,11,2023,94.44%,,79.6453,,,,
B,1392,GOLFINA,112,03/10/2023,17/11/2023,110,2,,11,2023,98.21%,,98.41856,,,,
B,1393,GOLFINA,77,03/10/2023,17/11/2023,70,7,,11,2023,90.91%,,68.55201,,,,
B,1394,GOLFINA,108,03/10/2023,17/11/2023,106,2,,11,2023,98.15%,,95.00524,,,,
B,1395,GOLFINA,75,03/10/2023,17/11/2023,71,4,,11,2023,94.67%,,66.84535,,,,
B,1396,GOLFINA,40,03/10/2023,17/11/2023,40,0,,11,2023,100.00%,,36.9788,,,,
B,1397,GOLFINA,60,03/10/2023,17/11/2023,45,15,,11,2023,75.00%,,54.0454,,,,
B,1398,GOLFINA,65,03/10/2023,17/11/2023,60,5,,11,2023,92.31%,,58.31205,,,,
B,1399,GOLFINA,103,03/10/2023,17/11/2023,100,3,,11,2023,97.09%,,90.73859,,,,
B,1400,GOLFINA,96,03/10/2023,17/11/2023,91,5,,11,2023,94.79%,,84.76528,,,,
B,1401,GOLFINA,88,03/10/2023,17/11/2023,80,8,,11,2023,90.91%,,77.93864,,,,
B,1402,GOLFINA,57,03/10/2023,17/11/2023,50,7,,11,2023,87.72%,,51.48541,,,,
B,1403,GOLFINA,93,03/10/2023,17/11/2023,90,3,,11,2023,96.77%,,82.20529,,,,
B,1404,GOLFINA,88,03/10/2023,17/11/2023,80,8,,11,2023,90.91%,,77.93864,,,,
B,1405,GOLFINA,60,03/10/2023,17/11/2023,55,5,,11,2023,91.67%,,54.0454,,,,
B,1406,GOLFINA,108,03/10/2023,17/11/2023,98,10,,11,2023,90.74%,,95.00524,,,,
B,1407,GOLFINA,105,03/10/2023,17/11/2023,100,5,,11,2023,95.24%,,92.44525,,,,
B,1408,GOLFINA,110,04/10/2023,18/11/2023,105,5,,11,2023,95.45%,,96.7119,,,,
B,1409,GOLFINA,60,04/10/2023,18/11/2023,55,5,,11,2023,91.67%,,54.0454,,,,
B,1410,GOLFINA,105,04/10/2023,18/11/2023,98,7,,11,2023,93.33%,,92.44525,,,,
B,1411,GOLFINA,108,04/10/2023,18/11/2023,102,6,,11,2023,94.44%,,95.00524,,,,
B,1412,GOLFINA,93,04/10/2023,18/11/2023,90,3,,11,2023,96.77%,,82.20529,,,,
B,1413,GOLFINA,111,04/10/2023,18/11/2023,105,6,,11,2023,94.59%,,97.56523,,,,
B,1414,GOLFINA,104,04/10/2023,18/11/2023,98,6,,11,2023,94.23%,,91.59192,,,,
B,1415,GOLFINA,102,05/10/2023,19/11/2023,96,6,,11,2023,94.12%,,89.88526,,,,
B,1416,GOLFINA,60,05/10/2023,19/11/2023,55,5,,11,2023,91.67%,,54.0454,,,,
B,1417,GOLFINA,120,05/10/2023,19/11/2023,118,2,,11,2023,98.33%,,105.2452,,,,
B,1418,GOLFINA,106,05/10/2023,19/11/2023,100,6,,11,2023,94.34%,,93.29858,,,,
B,1419,GOLFINA,97,05/10/2023,19/11/2023,94,3,,11,2023,96.91%,,85.61861,,,,
B,1420,GOLFINA,99,05/10/2023,19/11/2023,92,7,,11,2023,92.93%,,87.32527,,,,
B,1421,GOLFINA,103,05/10/2023,19/11/2023,92,11,,11,2023,89.32%,,90.73859,,,,
B,1422,GOLFINA,120,05/10/2023,19/11/2023,116,4,,11,2023,96.67%,,105.2452,,,,
B,1423,GOLFINA,83,05/10/2023,19/11/2023,80,3,,11,2023,96.39%,,73.67199,,,,
B,1424,GOLFINA,78,05/10/2023,19/11/2023,70,8,,11,2023,89.74%,,69.40534,,,,
B,1425,GOLFINA,91,05/10/2023,19/11/2023,84,7,,11,2023,92.31%,,80.49863,,,,
B,1426,GOLFINA,96,05/10/2023,19/11/2023,92,4,,11,2023,95.83%,,84.76528,,,,
B,1427,GOLFINA,94,05/10/2023,19/11/2023,91,3,,11,2023,96.81%,,83.05862,,,,
B,1428,GOLFINA,35,05/10/2023,19/11/2023,35,0,,11,2023,100.00%,,32.71215,,,,
B,1429,GOLFINA,43,05/10/2023,19/11/2023,42,1,,11,2023,97.67%,,39.53879,,,,
B,1430,GOLFINA,23,05/10/2023,19/11/2023,20,3,,11,2023,86.96%,,22.47219,,,,
B,1431,GOLFINA,128,06/10/2023,20/11/2023,118,10,,11,2023,92.19%,,112.07184,,,,
B,1432,GOLFINA,91,06/10/2023,20/11/2023,90,1,,11,2023,98.90%,,80.49863,,,,
B,1433,GOLFINA,82,06/10/2023,20/11/2023,74,8,,11,2023,90.24%,,72.81866,,,,
B,1434,GOLFINA,65,06/10/2023,20/11/2023,60,5,,11,2023,92.31%,,58.31205,,,,
B,1435,GOLFINA,100,07/10/2023,21/11/2023,97,3,,11,2023,97.00%,,88.1786,,,,
B,1436,GOLFINA,100,07/10/2023,21/11/2023,96,4,,11,2023,96.00%,,88.1786,,,,
B,1437,GOLFINA,100,07/10/2023,21/11/2023,99,1,,11,2023,99.00%,,88.1786,,,,
B,1438,GOLFINA,106,07/10/2023,21/11/2023,102,4,,11,2023,96.23%,,93.29858,,,,
B,1439,GOLFINA,120,07/10/2023,21/11/2023,114,6,,11,2023,95.00%,,105.2452,,,,
B,1440,GOLFINA,78,07/10/2023,21/11/2023,70,8,,11,2023,89.74%,,69.40534,,,,
B,1441,GOLFINA,120,07/10/2023,21/11/2023,114,6,,11,2023,95.00%,,105.2452,,,,
B,1442,GOLFINA,100,07/10/2023,21/11/2023,90,10,,11,2023,90.00%,,88.1786,,,,
B,1443,GOLFINA,100,07/10/2023,21/11/2023,97,3,,11,2023,97.00%,,88.1786,,,,
B,1444,GOLFINA,50,07/10/2023,21/11/2023,50,0,,11,2023,100.00%,,45.5121,,,,
B,1445,GOLFINA,100,08/10/2023,22/11/2023,93,7,,11,2023,93.00%,,88.1786,,,,
B,1446,GOLFINA,86,08/10/2023,22/11/2023,80,6,,11,2023,93.02%,,76.23198,,,,
B,1447,GOLFINA,93,08/10/2023,22/11/2023,90,3,,11,2023,96.77%,,82.20529,,,,
B,1448,GOLFINA,110,08/10/2023,22/11/2023,102,8,,11,2023,92.73%,,96.7119,,,,
B,1449,GOLFINA,98,08/10/2023,22/11/2023,91,7,,11,2023,92.86%,,86.47194,,,,
B,1450,GOLFINA,100,08/10/2023,22/11/2023,93,7,,11,2023,93.00%,,88.1786,,,,
B,1451,GOLFINA,81,08/10/2023,22/11/2023,80,1,,11,2023,98.77%,,71.96533,,,,
B,1452,GOLFINA,90,08/10/2023,22/11/2023,87,3,,11,2023,96.67%,,79.6453,,,,
B,1453,GOLFINA,78,08/10/2023,22/11/2023,72,6,,11,2023,92.31%,,69.40534,,,,
B,1454,GOLFINA,70,08/10/2023,22/11/2023,65,5,,11,2023,92.86%,,62.5787,,,,
B,1455,GOLFINA,60,08/10/2023,22/11/2023,41,19,,11,2023,68.33%,,54.0454,,,,
B,1456,GOLFINA,100,09/10/2023,23/11/2023,97,3,,11,2023,97.00%,,88.1786,,,,
B,1457,GOLFINA,80,09/10/2023,23/11/2023,78,2,,11,2023,97.50%,,71.112,,,,
B,1458,GOLFINA,96,09/10/2023,23/11/2023,89,7,,11,2023,92.71%,,84.76528,,,,
B,1459,GOLFINA,90,09/10/2023,23/11/2023,80,10,,11,2023,88.89%,,79.6453,,,,
B,1460,GOLFINA,108,09/10/2023,23/11/2023,100,8,,11,2023,92.59%,,95.00524,,,,
B,1461,GOLFINA,105,09/10/2023,23/11/2023,98,7,,11,2023,93.33%,,92.44525,,,,
B,1462,GOLFINA,97,09/10/2023,23/11/2023,90,7,,11,2023,92.78%,,85.61861,,,,
B,1463,GOLFINA,72,09/10/2023,23/11/2023,70,2,,11,2023,97.22%,,64.28536,,,,
B,1464,GOLFINA,90,11/10/2023,25/11/2023,88,2,,11,2023,97.78%,,79.6453,,,,
B,1465,GOLFINA,80,11/10/2023,25/11/2023,71,9,,11,2023,88.75%,,71.112,,,,
B,1466,GOLFINA,98,11/10/2023,25/11/2023,92,6,,11,2023,93.88%,,86.47194,,,,
B,1467,GOLFINA,110,11/10/2023,25/11/2023,106,4,,11,2023,96.36%,,96.7119,,,,
B,1468,GOLFINA,90,11/10/2023,25/11/2023,88,2,,11,2023,97.78%,,79.6453,,,,
B,1469,GOLFINA,10,11/10/2023,25/11/2023,10,0,,11,2023,100.00%,,11.3789,,,,
B,1470,GOLFINA,110,12/10/2023,26/11/2023,104,6,,11,2023,94.55%,,96.7119,,,,
B,1471,GOLFINA,101,12/10/2023,26/11/2023,100,1,,11,2023,99.01%,,89.03193,,,,
B,1472,GOLFINA,115,12/10/2023,26/11/2023,106,9,,11,2023,92.17%,,100.97855,,,,
B,1473,GOLFINA,88,12/10/2023,26/11/2023,80,8,,11,2023,90.91%,,77.93864,,,,
B,1474,GOLFINA,90,12/10/2023,26/11/2023,88,2,,11,2023,97.78%,,79.6453,,,,
B,1475,GOLFINA,100,12/10/2023,26/11/2023,94,6,,11,2023,94.00%,,88.1786,,,,
B,1476,GOLFINA,98,12/10/2023,26/11/2023,96,2,,11,2023,97.96%,,86.47194,,,,
B,1477,GOLFINA,94,12/10/2023,26/11/2023,91,3,,11,2023,96.81%,,83.05862,,,,
B,1478,GOLFINA,98,12/10/2023,26/11/2023,88,10,,11,2023,89.80%,,86.47194,,,,
B,1479,GOLFINA,109,12/10/2023,26/11/2023,101,8,,11,2023,92.66%,,95.85857,,,,
B,1480,GOLFINA,100,12/10/2023,26/11/2023,97,3,,11,2023,97.00%,,88.1786,,,,
B,1481,GOLFINA,124,12/10/2023,26/11/2023,120,4,,11,2023,96.77%,,108.65852,,,,
B,1482,GOLFINA,87,12/10/2023,26/11/2023,80,7,,11,2023,91.95%,,77.08531,,,,
B,1483,GOLFINA,117,12/10/2023,26/11/2023,115,2,,11,2023,98.29%,,102.68521,,,,
B,1484,GOLFINA,111,12/10/2023,26/11/2023,100,11,,11,2023,90.09%,,97.56523,,,,
B,1485,GOLFINA,84,12/10/2023,26/11/2023,78,6,,11,2023,92.86%,,74.52532,,,,
B,1486,GOLFINA,110,12/10/2023,26/11/2023,106,4,,11,2023,96.36%,,96.7119,,,,
B,1487,GOLFINA,109,13/10/2023,27/11/2023,100,9,,11,2023,91.74%,,95.85857,,,,
B,1488,GOLFINA,96,13/10/2023,27/11/2023,91,5,,11,2023,94.79%,,84.76528,,,,
B,1489,GOLFINA,91,13/10/2023,27/11/2023,84,7,,11,2023,92.31%,,80.49863,,,,
B,1490,GOLFINA,85,13/10/2023,27/11/2023,81,4,,11,2023,95.29%,,75.37865,,,,
B,1491,GOLFINA,78,13/10/2023,27/11/2023,70,8,,11,2023,89.74%,,69.40534,,,,
B,1492,GOLFINA,70,13/10/2023,27/11/2023,61,9,,11,2023,87.14%,,62.5787,,,,
B,1493,GOLFINA,91,13/10/2023,27/11/2023,90,1,,11,2023,98.90%,,80.49863,,,,
B,1494,GOLFINA,99,13/10/2023,27/11/2023,91,8,,11,2023,91.92%,,87.32527,,,,
B,1495,GOLFINA,86,13/10/2023,27/11/2023,80,6,,11,2023,93.02%,,76.23198,,,,
B,1496,GOLFINA,98,13/10/2023,27/11/2023,91,7,,11,2023,92.86%,,86.47194,,,,
B,1497,GOLFINA,109,13/10/2023,27/11/2023,105,4,,11,2023,96.33%,,95.85857,,,,
B,1498,GOLFINA,67,13/10/2023,27/11/2023,60,7,,11,2023,89.55%,,60.01871,,,,
B,1499,GOLFINA,94,13/10/2023,27/11/2023,90,4,,11,2023,95.74%,,83.05862,,,,
B,1500,GOLFINA,41,13/10/2023,27/11/2023,40,1,,11,2023,97.56%,,37.83213,,,,
B,1501,GOLFINA,70,13/10/2023,27/11/2023,65,5,,11,2023,92.86%,,62.5787,,,,
B,1502,GOLFINA,60,13/10/2023,27/11/2023,55,5,,11,2023,91.67%,,54.0454,,,,
B,1503,GOLFINA,66,13/10/2023,27/11/2023,60,6,,11,2023,90.91%,,59.16538,,,,
B,1504,GOLFINA,121,14/10/2023,28/11/2023,106,15,,11,2023,87.60%,,106.09853,,,,
B,1505,GOLFINA,59,14/10/2023,28/11/2023,52,7,,11,2023,88.14%,,53.19207,,,,
B,1506,GOLFINA,75,14/10/2023,28/11/2023,70,5,,11,2023,93.33%,,66.84535,,,,
B,1507,GOLFINA,89,14/10/2023,28/11/2023,80,9,,11,2023,89.89%,,78.79197,,,,
B,1508,GOLFINA,65,14/10/2023,28/11/2023,60,5,,11,2023,92.31%,,58.31205,,,,
B,1509,GOLFINA,96,14/10/2023,28/11/2023,90,6,,11,2023,93.75%,,84.76528,,,,
B,1510,GOLFINA,75,14/10/2023,28/11/2023,70,5,,11,2023,93.33%,,66.84535,,,,
B,1511,GOLFINA,109,14/10/2023,28/11/2023,105,4,,11,2023,96.33%,,95.85857,,,,
B,1512,GOLFINA,91,14/10/2023,28/11/2023,85,6,,11,2023,93.41%,,80.49863,,,,
B,1513,GOLFINA,86,14/10/2023,28/11/2023,85,1,,11,2023,98.84%,,76.23198,,,,
B,1514,GOLFINA,111,14/10/2023,28/11/2023,110,1,,11,2023,99.10%,,97.56523,,,,
B,1515,GOLFINA,119,15/10/2023,29/11/2023,115,4,,11,2023,96.64%,,104.39187,,,,
B,1516,GOLFINA,83,15/10/2023,29/11/2023,80,3,,11,2023,96.39%,,73.67199,,,,
B,1517,GOLFINA,96,15/10/2023,29/11/2023,90,6,,11,2023,93.75%,,84.76528,,,,
B,1518,GOLFINA,98,15/10/2023,29/11/2023,90,8,,11,2023,91.84%,,86.47194,,,,
B,1519,GOLFINA,79,15/10/2023,29/11/2023,72,7,,11,2023,91.14%,,70.25867,,,,
B,1520,GOLFINA,91,15/10/2023,29/11/2023,90,1,,11,2023,98.90%,,80.49863,,,,
B,1521,GOLFINA,88,15/10/2023,29/11/2023,80,8,,11,2023,90.91%,,77.93864,,,,
B,1522,GOLFINA,110,15/10/2023,29/11/2023,105,5,,11,2023,95.45%,,96.7119,,,,
B,1523,GOLFINA,98,15/10/2023,29/11/2023,96,2,,11,2023,97.96%,,86.47194,,,,
B,1524,GOLFINA,120,15/10/2023,29/11/2023,118,2,,11,2023,98.33%,,105.2452,,,,
B,1525,GOLFINA,105,15/10/2023,29/11/2023,100,5,,11,2023,95.24%,,92.44525,,,,
B,1526,GOLFINA,98,15/10/2023,29/11/2023,91,7,,11,2023,92.86%,,86.47194,,,,
B,1527,GOLFINA,104,15/10/2023,29/11/2023,100,4,,11,2023,96.15%,,91.59192,,,,
B,1528,GOLFINA,67,15/10/2023,29/11/2023,61,6,,11,2023,91.04%,,60.01871,,,,
B,1529,GOLFINA,84,15/10/2023,29/11/2023,81,3,,11,2023,96.43%,,74.52532,,,,
B,1530,GOLFINA,49,15/10/2023,29/11/2023,40,9,,11,2023,81.63%,,44.65877,,,,
B,1531,GOLFINA,91,16/10/2023,30/11/2023,85,6,,11,2023,93.41%,,80.49863,,,,
B,1532,GOLFINA,111,16/10/2023,30/11/2023,98,13,,11,2023,88.29%,,97.56523,,,,
B,1533,GOLFINA,95,16/10/2023,30/11/2023,91,4,,11,2023,95.79%,,83.91195,,,,
B,1534,GOLFINA,96,16/10/2023,30/11/2023,85,11,,11,2023,88.54%,,84.76528,,,,
B,1535,GOLFINA,61,16/10/2023,30/11/2023,60,1,,11,2023,98.36%,,54.89873,,,,
B,1536,GOLFINA,83,16/10/2023,30/11/2023,80,3,,11,2023,96.39%,,73.67199,,,,
B,1537,GOLFINA,65,16/10/2023,30/11/2023,55,10,,11,2023,84.62%,,58.31205,,,,
B,1538,GOLFINA,106,16/10/2023,30/11/2023,96,10,,11,2023,90.57%,,93.29858,,,,
B,1539,GOLFINA,65,16/10/2023,30/11/2023,50,15,,11,2023,76.92%,,58.31205,,,,
B,1540,GOLFINA,106,16/10/2023,30/11/2023,100,6,,11,2023,94.34%,,93.29858,,,,
B,1541,GOLFINA,119,16/10/2023,30/11/2023,110,9,,11,2023,92.44%,,104.39187,,,,
B,1542,GOLFINA,104,16/10/2023,30/11/2023,100,4,,11,2023,96.15%,,91.59192,,,,
B,1543,GOLFINA,85,16/10/2023,30/11/2023,78,7,,11,2023,91.76%,,75.37865,,,,
B,1544,GOLFINA,65,16/10/2023,30/11/2023,56,9,,11,2023,86.15%,,58.31205,,,,
B,1545,GOLFINA,100,17/10/2023,01/12/2023,99,1,,12,2023,99.00%,,88.1786,,,,
B,1546,GOLFINA,90,17/10/2023,01/12/2023,85,5,,12,2023,94.44%,,79.6453,,,,
B,1547,GOLFINA,64,17/10/2023,01/12/2023,60,4,,12,2023,93.75%,,57.45872,,,,
B,1548,GOLFINA,89,19/10/2023,03/12/2023,88,1,,12,2023,98.88%,,78.79197,,,,
B,1549,GOLFINA,110,19/10/2023,03/12/2023,104,6,,12,2023,94.55%,,96.7119,,,,
B,1550,GOLFINA,36,19/10/2023,03/12/2023,30,6,,12,2023,83.33%,,33.56548,,,,
B,1551,GOLFINA,87,20/10/2023,04/12/2023,77,10,,12,2023,88.51%,,77.08531,,,,
B,1552,GOLFINA,102,20/10/2023,04/12/2023,100,2,,12,2023,98.04%,,89.88526,,,,
B,1553,GOLFINA,112,20/10/2023,04/12/2023,105,7,,12,2023,93.75%,,98.41856,,,,
B,1554,GOLFINA,78,20/10/2023,04/12/2023,71,7,,12,2023,91.03%,,69.40534,,,,
B,1555,GOLFINA,136,20/10/2023,04/12/2023,120,16,,12,2023,88.24%,,118.89848,,,,
B,1556,GOLFINA,84,21/10/2023,05/12/2023,74,10,,12,2023,88.10%,,74.52532,,,,
B,1557,GOLFINA,93,21/10/2023,05/12/2023,85,8,,12,2023,91.40%,,82.20529,,,,
B,1558,GOLFINA,113,21/10/2023,05/12/2023,106,7,,12,2023,93.81%,,99.27189,,,,
B,1559,GOLFINA,95,21/10/2023,05/12/2023,91,4,,12,2023,95.79%,,83.91195,,,,
B,1560,GOLFINA,96,21/10/2023,05/12/2023,91,5,,12,2023,94.79%,,84.76528,,,,
B,1561,GOLFINA,57,21/10/2023,05/12/2023,50,7,,12,2023,87.72%,,51.48541,,,,
B,1562,GOLFINA,108,22/10/2023,06/12/2023,100,8,,12,2023,92.59%,,95.00524,,,,
B,1563,GOLFINA,100,22/10/2023,06/12/2023,97,3,,12,2023,97.00%,,88.1786,,,,
B,1564,GOLFINA,86,22/10/2023,06/12/2023,82,4,,12,2023,95.35%,,76.23198,,,,
B,1565,GOLFINA,108,22/10/2023,06/12/2023,100,8,,12,2023,92.59%,,95.00524,,,,
B,1566,GOLFINA,93,22/10/2023,06/12/2023,91,2,,12,2023,97.85%,,82.20529,,,,
B,1567,GOLFINA,83,22/10/2023,06/12/2023,80,3,,12,2023,96.39%,,73.67199,,,,
B,1568,GOLFINA,86,22/10/2023,06/12/2023,80,6,,12,2023,93.02%,,76.23198,,,,
B,1569,GOLFINA,62,22/10/2023,06/12/2023,55,7,,12,2023,88.71%,,55.75206,,,,
B,1570,GOLFINA,104,22/10/2023,06/12/2023,100,4,,12,2023,96.15%,,91.59192,,,,
B,1571,GOLFINA,105,22/10/2023,06/12/2023,99,6,,12,2023,94.29%,,92.44525,,,,
B,1572,GOLFINA,80,23/10/2023,07/12/2023,70,10,,12,2023,87.50%,,71.112,,,,
B,1573,GOLFINA,81,23/10/2023,07/12/2023,79,2,,12,2023,97.53%,,71.96533,,,,
B,1574,GOLFINA,74,23/10/2023,07/12/2023,70,4,,12,2023,94.59%,,65.99202,,,,
B,1575,GOLFINA,96,23/10/2023,07/12/2023,93,3,,12,2023,96.88%,,84.76528,,,,
B,1576,GOLFINA,96,23/10/2023,07/12/2023,91,5,,12,2023,94.79%,,84.76528,,,,
B,1577,GOLFINA,87,23/10/2023,07/12/2023,80,7,,12,2023,91.95%,,77.08531,,,,
B,1578,GOLFINA,91,23/10/2023,07/12/2023,90,1,,12,2023,98.90%,,80.49863,,,,
B,1579,GOLFINA,107,24/10/2023,08/12/2023,102,5,,12,2023,95.33%,,94.15191,,,,
B,1580,GOLFINA,90,24/10/2023,08/12/2023,86,4,,12,2023,95.56%,,79.6453,,,,
B,1581,GOLFINA,105,24/10/2023,08/12/2023,100,5,,12,2023,95.24%,,92.44525,,,,
B,1582,GOLFINA,113,24/10/2023,08/12/2023,108,5,,12,2023,95.58%,,99.27189,,,,
B,1583,GOLFINA,85,24/10/2023,08/12/2023,81,4,,12,2023,95.29%,,75.37865,,,,
B,1584,GOLFINA,102,24/10/2023,08/12/2023,100,2,,12,2023,98.04%,,89.88526,,,,
B,1585,GOLFINA,95,24/10/2023,08/12/2023,80,15,,12,2023,84.21%,,83.91195,,,,
B,1586,GOLFINA,93,24/10/2023,08/12/2023,85,8,,12,2023,91.40%,,82.20529,,,,
